"id","label","review","id_parent_2_id","review_value","label_en","review_en"
"0507","عاج، عظم ظهر السلحفاة (ذبل أو درق)، صفيحات فك الحوت (بما فيها الأهداب) أو غيرها من ثدييات بحرية، قرون وقرون مشعبة، حوافر، أظافر، مخالب ومناقير، خاماً أو محضرة تحضيراً بسيطاً ولكن غير مقطعة بأشكال خاصة، مساحيق ونفايا هذه المواد.",,"05","0","Ivory, tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products",
"0508","مرجان ومواد مماثلة، خاماً أو محضراً تحضيراً بسيطاً ولكن غير مشغولة بطريقة أخرى؛ أصداف رخويات أو قشريات أو قنفذيات بحرية وعظام الحبار، خاماً أو محضرة تحضيراً بسيطاً وإنما غير مقطعة بأشكال خاصة، مساحيقها وفضلاتها.",,"05","0","Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared but not cut to shape, powder and waste thereof",
"0510","عنبر أشهب، طيب القندس (كاستوريومcastoreum)، طيب الزباد civet، ومسك؛ ذراريح (ذباب هندي catharides)، صفراء وإن كانت مجففة، غدد ومنتجات حيوانية أخر مستعملة في إعداد محضرات الصيدلة، طازجة، مبردة، مجمدة، محفوظة مؤقتاً بطريقة أخرى.",,"05","0","Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved",
"0511","منتجات حيوانية الأصل، غير مذكورة ولا داخلة في مكان آخر، حيوانات ميتة مما يشمله الفصلين (01) أو (03) غير صالحة للاستهلاك البشري.",,"05","0","Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption",
"0601","بصيلات وبصلات ودرنات وجذور درنية وبصلية، تيجان، وسيقان أرضية (جذامير أو ريزومز)، راقدة في طور البيات، منبتة أو مزهرة؛ نباتات وجذور هندباء (شيكوريا)، عدا الجذور المذكورة في البند 1212.",,"06","0","Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 1212",
"0602","نباتات حية أخر (بما فيها جذورها)، فسائل وطعوم، بياض الفطر.",,"06","0","Other live plants (including their roots), cuttings and slips; mushroom spawn",
"0603","أزهار مقطوفة و براعم أزهار، للباقات أو للتزيين نضرة أو مجففة، مبيضة، مصبوغة، مشربة أو محضرة بطريقة أخرى.",,"06","0","Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared",
"0604","أغصان وارقة وأوراق وأفنان وأجزاء أخر من النباتات، دون أزهار أو براعم، وأعشاب وطحالب وأشنة معدة للباقات أو للزينة، نضرة، مجففة، مصبوغة، مبيضة، مشربة أو محضرة بطريقة أخرى.",,"06","0","Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared",
"0701","بطاطا طازجة أو مبردة.",,"07","0","Potatoes, fresh or chilled",
"0702","بندورة (طماطم)، طازجة أو مبردة.",,"07","0","Tomatoes, fresh or chilled",
"0703","بصل وعسقلان وثوم وكرات وخضر ثومية أخر، طازجة أو مبردة.",,"07","0","Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",
"0704","كرنب وملفوف وقرنبيط وخضر مماثلة صالحة للأكل من جنس (براسيكا Brassica) طازجة أو مبردة.",,"07","0","Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled",
"0705","خس (لاكتوكا ساتيفا Lactuca Sativa) وهندباء من نوع (شيكوريوم س ب ب Chicorium spp)، طازجة أو مبردة.",,"07","0","Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled",
"0706","جزر ولفت بقلي وشوندر (بنجر) للسلطة، ولحية التيس (سالسيفي Salsify) وكرافس لفتي وفجل وجذور مماثلة صالحة للأكل، طازجة أو مبردة.",,"07","0","Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh or chilled",
"0707","خيار وقثاء، خيار صغير محبب، طازجة أو مبردة.",,"07","0","Cucumbers and gherkins, fresh or chilled",
"0708","بقول قرنية مقشورة أو غير مقشورة، طازجة أو مبردة.  ",,"07","0","Leguminous vegetables, shelled or unshelled, fresh or chilled",
"0709","خضر أخر، طازجة أو مبردة.",,"07","0","Other vegetables, fresh or chilled",
"0710","خضر (غير مطبوخة أو مطبوخة بالبخار أو مسلوقة في الماء)، مجمدة.",,"07","0","Vegetables (uncooked or cooked by steaming or boiling in water), frozen",
"0711","خضر محفوظة مؤقتاً (مثلاً بغاز ثاني أكسيد الكبريت أوفي ماء مملح، أو مكبرت أو في محاليل حفظ أخر) ولكن غير صالحة بحالتها هذه للاستهلاك المباشر.",,"07","0","Vegetables provisionally preserved (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption",
"0712","خضر مجففة، كاملة أو مقطعة أو مشرحة أو مكسرة أو مسحوقة، ولكن غير محضرة بطريقة أخرى.",,"07","0","Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared",
"0713","بقول قرنية يابسة مقشورة، وإن كانت منزوعة الغلالة أو مفلقة (مفصصة) أو مكسرة.",,"07","0","Dried leguminous vegetables, shelled, whether or not skinned or split",
"0714","جذور المنيهوط (مانيوق Manioc) و(الأروروت Arrowroot) والسحلب والقلقاس الرومي، بطاطا حلوة وجذور ودرنات مماثلة غزيرة النشاء أو الأينولين، طازجة أو مبردة أو مجمدة أو مجففة، وإن كانت مقطعة أو بشكل كريات مكتلة Pellets، لب النخيل الهندي (ساغو Sago)",,"07","0","Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",
"0801","جوز الهند وجوز البرازيل وجوز الكاشو الكاجو، طازجة أو مجفّفة، بقشرها أو بدونه.",,"08","0","Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled",
"0802","أثمار قشرية أخر، طازجة أو مجففة، بقشرها أو بدونه.",,"08","0","Other nuts, fresh or dried, whether or not shelled or peeled",
"0803","موز بما فيه (البلانتان Plantains) طازج أو مجفف.",,"08","0","Bananas, including plantains, fresh or dried",
"0804","تمر، تين، أناناس وأفوكادو (كمثري أميركي) وجوافة ومانجو ومانجوستين، طازجة أو مجففة.",,"08","0","Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried",
"0805","حمضيات طازجة أو جافة.",,"08","0","Citrus fruit, fresh or dried",
"0806","عنب طازج أو مجفف.",,"08","0","Grapes, fresh or dried",
"0807","شمام وبطّيخ (بما فيه البطيخ الأحمر) وبابايا وباباز، طازج.",,"08","0","Melons (including watermelons) and papaws (papayas), fresh",
"0808","تفاح وكمثري إجاص وسفرجل، طازجة.",,"08","0","Apples, pears and quinces, fresh",
"0809","مشمش وكرز وخوخ أو ودرّاق (بما فيه الدراق الأملس نكتارين) وبرقوق، طازجة.","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل","08","0","Apricots, cherries, peaches (including nectarines), plums and sloes, fresh","See Supplementary Note 2 for this chapter"
"0810","فواكه أخر، طازجة.",,"08","0","Other fruit, fresh",
"0811","فواكه وأثمار قشرية غير مطبوخة أو مطبوخة بالبخار أو مسلوقة بالماء، مجمدة، وإن احتوت على سكر مضاف أو مواد تحلية أخرى.",,"08","0","Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter",
"0812","فواكه وأثمار قشرية محفوظة مؤقتاً (مثلاً بغاز ثاني أوكسيد الكبريت أو في ماء مملح، مكبرت أو في محاليل أو مواد أخر للحفظ، ولكن غير صالحة ،بحالتها هذه،  للإستهلاك المباشر.",,"08","0","Fruit and nuts, provisionally preserved (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption",
"0813","فواكه مجففة غير تلك المذكورة في البنود من 0801 إلى 0806، خليط أثمار قشرية أو فواكه مجففة من الأنواع المذكورة في هذا الفصل",,"08","0","Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried fruits of this chapter",
"0814","قشور حمضيات وقشور شمّام أو بطيخ، طازجة أو مجمدة أو مجففة أو محفوظة مؤقتاً في ماء مملح أو مكبرت أو في محاليل أو مواد أخر للحفظ.",,"08","0","Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions",
"0901","بن، وإن كان محمصاً أو منزوعاً منه الكافيين، قشور وغلالات من بن، أبدال بن محتوية على بن بأية نسبة كانت.",,"09","0","Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion",
"0902","شاي، وإن كان منكهاً.",,"09","0","Tea, whether or not flavoured",
"0903","متة (ماتية).",,"09","0","Maté",
"0904","فلفل من نوع (بيبر Piper)، فليفلة من جنس (كابسيكوم Capsicum) أو الفلفل من نوع (بيمنتا Pimenta)، مجففة أو مجروشة أو مسحوقة.",,"09","0","Pepper of the genus Piper; dried or crushed or ground fruit of the genus Capsicum or of the genus Pimenta",
"0905","فانيليا.",,"09","0","Vanilla",
"0906","قرفة وأزهار شجرة القرفة.",,"09","0","Cinnamon and cinnamontree flowers",
"0907","قرنفل (كبوش كاملة وبراعم وسيقان وثمار).",,"09","0","Cloves (whole fruit, cloves and stems)",
"0908","جوز الطيب وبسباسته (غلافه الغشائي) وحب الهال (قاقله).",,"09","0","Nutmeg, mace and cardamoms",
"0909","بذور يانسون، يانسون صيني أو نجمي (جاذبة)، شمر، كزبرة، كمون، كراوية، عرعر.",,"09","0","Seeds of anise, badian, fennel, coriander, cumin or caraway; juniper berries",
"0910","زنجبيل، زعفران، كركم، زعتر، وأوراق غار (رند)، وكاري وبهارات وتوابل أخر.",,"09","0","Ginger, saffron, turmeric (curcuma), thyme, bay leaves, curry and other spices",
"1001","حنطة (قمح) وخليط حنطة مع شيلم.",,"10","0","Wheat and meslin",
"1002","شيلم ( جاودار).",,"10","0","Rye",
"1003","شعير",,"10","0","Barley",
"1004","شوفان",,"10","0","Oats",
"1005","ذرة",,"10","0","Maize (corn)",
"1006","أرز",,"10","0","Rice",
"1007","حبوب السورغوم Grain Sorghum",,"10","0","Grain sorghum",
"1008","حنطة سوداء، دخن وحبوب العصافير، حبوب أخر.",,"10","0","Buckwheat, millet and canary seed; other cereals",
"1101","دقيق حنطة (قمح) أو دقيق خليط حنطة مع شيلم.",,"11","0","Wheat or meslin flour",
"1102","دقيق حبوب عدا دقيق الحنطة (قمح) أو دقيق خليط الحنطة مع شيلم.",,"11","0","Cereal flours other than of wheat or meslin",
"1103","جريش وسميد وكريات مكتلة (بيليتس Pellets) من حبوب.",,"11","0","Cereal groats, meal and pellets",
"1104","حبوب مشغولة بطريقة أخرى (مثلاً، مقشورة أو مفلطحة أو مدورة أو مقطعة أو مكسرة أو بشكل رقائق)، باستثناء الأرز الداخل في البند 1006، نبت الحبوب، كاملاً أو مفلطحاً أو مطحوناً أو بشكل رقائق.","تراجع الملاحظة الإضافية رقم 1 لهذا الفصل","11","0","Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 1006; germ of cereals, whole, rolled, flaked or ground","See Supplementary Note 1 for this chapter"
"1105","دقيق، سميد، مسحوق، رقائق، حبيبات، كريات مكتلة (بيليتسPellets) من البطاطا (بطاطس).","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل","11","0","Flour, meal, powder, flakes, granules and pellets of potatoes","See Supplementary Note 2 for this chapter"
"1106","دقيق وسميد ومسحوق البقول القرنية اليابسة الداخلة في البند 0713، دقيق وسميد ومسحوق ولب النخل الهندي (ساغو Sago)، دقيق وسميد ومسحوق الجذور والدرنات الداخلة في البند 0714، دقيق وسميد ومساحيق المنتجات المذكورة في الفصل (08).",,"11","0","Flour, meal and powder of the dried leguminous vegetables of heading 0713, of sago or of roots or tubers of heading 0714 or of the products of Chapter 8",
"1107","شعير ناشظ (مالت Malt)، وإن كان محمصاً.",,"11","0","Malt, whether or not roasted",
"1108"," نشاء، إينولين.","تراجع الملاحظة الإضافية رقم 3 لهذا الفصل","11","0","Starches; inulin","See Supplementary Note 3 for this chapter"
"1109","غلوتين الحنطة (القمح) وإن كان مجففاً.",,"11","0","Wheat gluten, whether or not dried",
"1201","فول الصويا وإن كان مكسراً.",,"12","0","Soya beans, whether or not broken",
"1202","فول سوداني، غير محمص أو مطبوخ بطريقة أخرى، وإن كان مقشوراً  أو مكسراً.",,"12","0","Groundnuts, not roasted or otherwise cooked, whether or not shelled or broken",
"1203","لب النارجيل (كوبرا Copra).",,"12","0","Copra",
"1204","بذر كتان، وإن كان مكسراً.",,"12","0","Linseed, whether or not broken",
"1205","بذور اللفت أو السلجم، وإن كانت مكسرة.","تراجع الملاحظة الإضافية رقم 4 لهذا الفصل","12","0","Rape or colza seeds, whether or not broken","See Supplementary Note No. 4 for this chapter"
"1206","بذور عباد الشمس، وإن كانت مكسرة.",,"12","0","Sunflower seeds, whether or not broken",
"1207","ثمار وبذور زيتية أخر، وإن كانت مكسرة.",,"12","0","Other oil seeds and oleaginous fruits, whether or not broken",
"1208","دقيق وسميد بذور وثمار زيتية، عدا دقيق وسميد الخردل.",,"12","0","Flours and meals of oil seeds or oleaginous fruits, other than those of mustard",
"1209","بذور وثمار ونوى Spores  من الأنواع المعدة للبذار (تقاوى).","تراجع الملاحظة الإضافية رقم 1 لهذا الفصل","12","0","Seeds, fruit and spores, of a kind used for sowing","See Supplementary Note 1 for this chapter"
"1210","ثمار حشيشة الدينارHop Cones، طازجة أو مجففة، وإن كانت مجروشة أو مسحوقة أو بشكل كريات مكتلة (بيليتس)؛ غبار حشيشة الدينار (لوبولين Lupuline).",,"12","0","Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin",
"1211","نباتات وأجزاؤها، (بما فيها البذور والثمار)، من الأنواع المستعملة أساساً في صناعة العطور أو في الصيدلة أو في أغراض إبادة الحشرات أو الفطريات أو في أغراض مماثلة، طازجة أو مبردة  أو مجمدة أو مجففة وإن كانت مقطعة أو مكسرة أو مسحوقة.",,"12","0","Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",
"1212","قرون خرنوب (خروب Locust beans)، وأعشاب بحرية وغيرها من الطحالب المائية (أشنيات Algae)، وشوندر السكر وقصب السكر، طازجة أو مبردة أو مجمدة أو مجففة، وإن كانت مطحونة، نوى ولب (قلب) الفواكه ومنتجات نباتية أخر (بما في ذلك جذور الهندباء البرية غير المحمصة من عائلة المخطوريات شيكوريا إنتيبوس ساتيفوم sativum intybus من النوع المستخدم بصفة أساسية للاستهلاك البشري غير مذكورة ولا داخلة في مكان آخر.",,"12","0","Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included",
"1213","قش وعصافات (قشور) حبوب، خاماً، وإن كانت مهشمة (تبن)، مطحونة أو مضغوطة أو بشكل كريات مكتلة (بيليتس).",,"12","0","Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets",
"1214","ملفوف لفتي علفي Swedes وشوندر بنجر علفي وجذور علفية وكلأ وبرسيم (فصة) ونفل (سنفوان Sainfoin) وكرنب علفي (لاروئيسي Kale) وترمس وكرسنة (بيقية) علفية ومنتجات علفية مماثلة، وإن كانت بشكل كريات مكتلة (بيليتس).",,"12","0","Swedes, mangolds, fodder roots, hay, lucerne (alfalfa), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets",
"1301","صمغ اللك Lac؛ صموغ؛ راتنجات، وصموغ راتنجية وراتنجات زيتية (كالبلاسم مثلاً)، طبيعية.",,"13","0","Lac; natural gums, resins, gumresins and oleoresins (for example, balsams)",
"1302","عصارات وخلاصات نباتية، ومواد بكتينية، بكتينات، بكتات؛ آغار-آغار وغيرها من مواد مخاطية ومكثفات، مشتقة من منتجات نباتية، وإن كانت معدلة.","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل","13","0","Vegetable saps and extracts; pectic substances, pectinates and pectates; agaragar and other mucilages and thickeners, whether or not modified, derived from vegetable products","See Supplementary Note 2 for this chapter"
"1401","مواد نباتية من الأنواع المستعملة بصورة رئيسية في صناعة الحصر والسلال ((مثل البوص الهندي قصب الهند، بامبو، الخيزران rattans، الغاب (القصب reeds)، صفصاف صناعة السلال osier، السمار، الرافية raffia، قش الحبوب cereal straw المنظف أو المبيض أو المصبوغ، ولحاء الزيزفون)).",,"14","0","Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark).",
"1404","منتجات نباتية غير مذكورة أو داخلة في مكان آخر.",,"14","0","Vegetable products not elsewhere specified or included.",
"1501","شحوم الخنزير (بما في ذلك دهنه) وشحوم الطيور الدواجن، غير تلك الداخلة في البند 0209 أو في البند 1503.",,"15","0","Pig fat (including lard) and poultry fat, other than that of heading 0209 or 1503.",
"1502","شحوم ودهون فصائل البقر أو الضأن أو الماعز، عدا تلك الداخلة في البند 1503",,"15","0","Fats of bovine animals, sheep or goats, other than those of heading 1503.",
"1503","ستيارين دهن وشحم الخنزيرlard stearin، زيت شحم أو دهن الخنزيرlard oil، ستيارين زيتي oleostearin، مرجرين زيتي oleo-oil وزيت شحمtallow oil غير مستحلبة أو مخلوطة ولا محضرة بطريقة أخرى.",,"15","0","Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared.",
"1504","دهون وزيوت وأجزاؤها من أسماك أو ثدييات بحرية، وإن كانت مكررة ولكن غير معدلة كيماوياً.",,"15","0","Fats, oils, and their components from marine fish or mammals, whether duplicated but not chemically modified.",
"1505","دهن الصوف ومواد دهنية مشتقة منه (بما في ذلك اللانولين).",,"15","0","Wool grease and fatty substances derived therefrom (including lanolin).",
"1506","شحوم ودهون وزيوت حيوانية أخرى وأجزاؤها وإن كانت مكررة، لكن غير معدلة كيماوياً.",,"15","0","Other animal fats and oils and their fractions, whether or not refined, but not chemically modified.",
"1507","زيت فول الصويا وأجزاؤه، وإن كان مكرراً، ولكن غير معدل كيماوياً.",,"15","0","Soya-bean oil and its fractions, whether or not refined, but not chemically modified.",
"1508","زيت فول سوداني وأجزاؤه، وإن كان مكرراً ولكن غير معدل كيماوياً.",,"15","0","Ground-nut oil and its fractions, whether or not refined, but not chemically modified.",
